=> using pytorch pre-trained teacher model 'conv4'
process data from /home/dvspanos/nikos/ca2d/artifacts/rded_sets/bench_tin_conv_el2nw0_ipc10
load data successfully
TRAIN Iter 0: loss = 0.017459,	Top-1 err = 99.400000,	Top-5 err = 97.350000,	train_time = 3.609949
TRAIN Iter 1: loss = 0.014021,	Top-1 err = 99.200000,	Top-5 err = 96.350000,	train_time = 2.227154
TRAIN Iter 2: loss = 0.014288,	Top-1 err = 99.150000,	Top-5 err = 95.050000,	train_time = 2.259506
TRAIN Iter 3: loss = 0.012188,	Top-1 err = 98.800000,	Top-5 err = 94.800000,	train_time = 2.283328
TRAIN Iter 4: loss = 0.012347,	Top-1 err = 98.500000,	Top-5 err = 93.850000,	train_time = 2.289543
TRAIN Iter 5: loss = 0.011213,	Top-1 err = 98.800000,	Top-5 err = 93.950000,	train_time = 2.293522
TRAIN Iter 6: loss = 0.010892,	Top-1 err = 98.250000,	Top-5 err = 93.400000,	train_time = 2.309467
TRAIN Iter 7: loss = 0.009990,	Top-1 err = 97.400000,	Top-5 err = 91.500000,	train_time = 2.280342
TRAIN Iter 8: loss = 0.009836,	Top-1 err = 98.500000,	Top-5 err = 91.500000,	train_time = 2.346790
TRAIN Iter 9: loss = 0.009717,	Top-1 err = 98.100000,	Top-5 err = 91.000000,	train_time = 2.337821
TRAIN Iter 10: loss = 0.009261,	Top-1 err = 98.500000,	Top-5 err = 91.900000,	train_time = 2.342583
TRAIN Iter 11: loss = 0.009331,	Top-1 err = 98.250000,	Top-5 err = 90.350000,	train_time = 2.343653
TRAIN Iter 12: loss = 0.009077,	Top-1 err = 98.450000,	Top-5 err = 90.600000,	train_time = 2.309511
TRAIN Iter 13: loss = 0.008563,	Top-1 err = 98.350000,	Top-5 err = 92.050000,	train_time = 2.384762
TRAIN Iter 14: loss = 0.008409,	Top-1 err = 98.350000,	Top-5 err = 91.100000,	train_time = 2.386103
TRAIN Iter 15: loss = 0.008028,	Top-1 err = 98.400000,	Top-5 err = 91.000000,	train_time = 2.343880
TRAIN Iter 16: loss = 0.007927,	Top-1 err = 98.450000,	Top-5 err = 90.100000,	train_time = 2.316665
TRAIN Iter 17: loss = 0.008029,	Top-1 err = 97.850000,	Top-5 err = 89.400000,	train_time = 2.410461
TRAIN Iter 18: loss = 0.007992,	Top-1 err = 98.100000,	Top-5 err = 90.800000,	train_time = 2.379984
TRAIN Iter 19: loss = 0.007585,	Top-1 err = 98.350000,	Top-5 err = 91.550000,	train_time = 2.359547
TRAIN Iter 20: loss = 0.007645,	Top-1 err = 98.550000,	Top-5 err = 90.950000,	train_time = 2.404232
