/home/dvspanos/miniconda3/envs/rded/lib/python3.10/site-packages/torch/cuda/__init__.py:611: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
=> using pytorch pre-trained teacher model 'conv3'
process data from /home/dvspanos/nikos/ca2d/artifacts/rded_sets/bench_cifar100_conv_el2nw0_ipc10
load data successfully
TRAIN Iter 51: loss = 0.006794,	Top-1 err = 93.600000,	Top-5 err = 72.800000,	train_time = 0.401499
TRAIN Iter 52: loss = 0.006572,	Top-1 err = 95.700000,	Top-5 err = 74.700000,	train_time = 0.394784
TRAIN Iter 53: loss = 0.006469,	Top-1 err = 95.000000,	Top-5 err = 72.700000,	train_time = 0.381646
TRAIN Iter 54: loss = 0.006446,	Top-1 err = 93.800000,	Top-5 err = 71.900000,	train_time = 0.473028
TRAIN Iter 55: loss = 0.006258,	Top-1 err = 92.000000,	Top-5 err = 68.800000,	train_time = 0.374423
TRAIN Iter 56: loss = 0.006594,	Top-1 err = 95.000000,	Top-5 err = 73.600000,	train_time = 0.383059
TRAIN Iter 57: loss = 0.006015,	Top-1 err = 93.000000,	Top-5 err = 67.900000,	train_time = 0.420368
TRAIN Iter 58: loss = 0.005971,	Top-1 err = 93.300000,	Top-5 err = 72.400000,	train_time = 0.396326
TRAIN Iter 59: loss = 0.006218,	Top-1 err = 93.400000,	Top-5 err = 70.700000,	train_time = 0.385663
TRAIN Iter 60: loss = 0.005842,	Top-1 err = 93.000000,	Top-5 err = 70.000000,	train_time = 0.364162
TRAIN Iter 61: loss = 0.006172,	Top-1 err = 93.000000,	Top-5 err = 70.300000,	train_time = 0.390813
TRAIN Iter 62: loss = 0.006019,	Top-1 err = 93.300000,	Top-5 err = 69.800000,	train_time = 0.408681
TRAIN Iter 63: loss = 0.006023,	Top-1 err = 93.900000,	Top-5 err = 73.200000,	train_time = 0.362594
TRAIN Iter 64: loss = 0.005843,	Top-1 err = 92.900000,	Top-5 err = 73.700000,	train_time = 0.377844
TRAIN Iter 65: loss = 0.005889,	Top-1 err = 93.100000,	Top-5 err = 72.700000,	train_time = 0.431558
TRAIN Iter 66: loss = 0.005965,	Top-1 err = 93.000000,	Top-5 err = 71.400000,	train_time = 0.389534
TRAIN Iter 67: loss = 0.005913,	Top-1 err = 93.300000,	Top-5 err = 70.900000,	train_time = 0.389307
TRAIN Iter 68: loss = 0.005863,	Top-1 err = 92.400000,	Top-5 err = 74.700000,	train_time = 0.409207
TRAIN Iter 69: loss = 0.005750,	Top-1 err = 93.000000,	Top-5 err = 72.700000,	train_time = 0.391415
TRAIN Iter 70: loss = 0.005412,	Top-1 err = 91.800000,	Top-5 err = 66.800000,	train_time = 0.373514
TRAIN Iter 71: loss = 0.005360,	Top-1 err = 92.600000,	Top-5 err = 70.900000,	train_time = 0.399556
TRAIN Iter 72: loss = 0.005642,	Top-1 err = 93.700000,	Top-5 err = 71.200000,	train_time = 0.405935
TRAIN Iter 73: loss = 0.005583,	Top-1 err = 93.000000,	Top-5 err = 70.800000,	train_time = 0.373999
TRAIN Iter 74: loss = 0.005536,	Top-1 err = 92.000000,	Top-5 err = 68.800000,	train_time = 0.422495
TRAIN Iter 75: loss = 0.005486,	Top-1 err = 91.900000,	Top-5 err = 69.900000,	train_time = 0.379924
TRAIN Iter 76: loss = 0.005389,	Top-1 err = 93.300000,	Top-5 err = 69.800000,	train_time = 0.363009
TRAIN Iter 77: loss = 0.005321,	Top-1 err = 93.800000,	Top-5 err = 70.100000,	train_time = 0.392303
TRAIN Iter 78: loss = 0.005400,	Top-1 err = 94.300000,	Top-5 err = 71.700000,	train_time = 0.442010
TRAIN Iter 79: loss = 0.005496,	Top-1 err = 94.100000,	Top-5 err = 75.300000,	train_time = 0.384420
TRAIN Iter 80: loss = 0.005258,	Top-1 err = 92.900000,	Top-5 err = 70.600000,	train_time = 0.344489
TRAIN Iter 81: loss = 0.005314,	Top-1 err = 93.000000,	Top-5 err = 67.600000,	train_time = 0.380641
TRAIN Iter 82: loss = 0.005175,	Top-1 err = 93.300000,	Top-5 err = 66.600000,	train_time = 0.417535
TRAIN Iter 83: loss = 0.005304,	Top-1 err = 94.400000,	Top-5 err = 72.300000,	train_time = 0.353547
TRAIN Iter 84: loss = 0.005342,	Top-1 err = 92.300000,	Top-5 err = 72.000000,	train_time = 0.399095
TRAIN Iter 85: loss = 0.005603,	Top-1 err = 93.700000,	Top-5 err = 73.700000,	train_time = 0.398473
TRAIN Iter 86: loss = 0.005247,	Top-1 err = 93.000000,	Top-5 err = 69.700000,	train_time = 0.370348
TRAIN Iter 87: loss = 0.005115,	Top-1 err = 93.100000,	Top-5 err = 72.700000,	train_time = 0.414458
TRAIN Iter 88: loss = 0.005119,	Top-1 err = 93.400000,	Top-5 err = 70.100000,	train_time = 0.401091
TRAIN Iter 89: loss = 0.005328,	Top-1 err = 91.400000,	Top-5 err = 70.100000,	train_time = 0.380511
TRAIN Iter 90: loss = 0.005213,	Top-1 err = 91.600000,	Top-5 err = 69.700000,	train_time = 0.376610
TRAIN Iter 91: loss = 0.005079,	Top-1 err = 90.900000,	Top-5 err = 65.700000,	train_time = 0.387989
TRAIN Iter 92: loss = 0.004989,	Top-1 err = 93.100000,	Top-5 err = 69.600000,	train_time = 0.354734
TRAIN Iter 93: loss = 0.004986,	Top-1 err = 92.000000,	Top-5 err = 66.900000,	train_time = 0.386214
TRAIN Iter 94: loss = 0.004934,	Top-1 err = 93.100000,	Top-5 err = 69.000000,	train_time = 0.398138
TRAIN Iter 95: loss = 0.004847,	Top-1 err = 93.000000,	Top-5 err = 70.300000,	train_time = 0.370877
TRAIN Iter 96: loss = 0.004948,	Top-1 err = 93.300000,	Top-5 err = 69.500000,	train_time = 0.386267
TRAIN Iter 97: loss = 0.004859,	Top-1 err = 92.800000,	Top-5 err = 71.400000,	train_time = 0.385649
TRAIN Iter 98: loss = 0.005059,	Top-1 err = 90.800000,	Top-5 err = 66.200000,	train_time = 0.393439
TRAIN Iter 99: loss = 0.005031,	Top-1 err = 91.500000,	Top-5 err = 67.400000,	train_time = 0.396645
TRAIN Iter 100: loss = 0.004724,	Top-1 err = 92.600000,	Top-5 err = 67.800000,	train_time = 0.390187
TRAIN Iter 101: loss = 0.004870,	Top-1 err = 92.700000,	Top-5 err = 70.100000,	train_time = 0.351653
TRAIN Iter 102: loss = 0.004950,	Top-1 err = 93.100000,	Top-5 err = 68.300000,	train_time = 0.395304
TRAIN Iter 103: loss = 0.004923,	Top-1 err = 92.100000,	Top-5 err = 72.700000,	train_time = 0.383287
TRAIN Iter 104: loss = 0.004837,	Top-1 err = 91.900000,	Top-5 err = 67.300000,	train_time = 0.402222
TRAIN Iter 105: loss = 0.004751,	Top-1 err = 90.900000,	Top-5 err = 63.300000,	train_time = 0.369192
TRAIN Iter 106: loss = 0.004726,	Top-1 err = 93.300000,	Top-5 err = 66.400000,	train_time = 0.404104
TRAIN Iter 107: loss = 0.004800,	Top-1 err = 91.600000,	Top-5 err = 67.300000,	train_time = 0.369668
TRAIN Iter 108: loss = 0.004717,	Top-1 err = 91.900000,	Top-5 err = 68.500000,	train_time = 0.380404
TRAIN Iter 109: loss = 0.004586,	Top-1 err = 89.600000,	Top-5 err = 65.000000,	train_time = 0.378728
TRAIN Iter 110: loss = 0.004742,	Top-1 err = 92.200000,	Top-5 err = 69.700000,	train_time = 0.397150
TRAIN Iter 111: loss = 0.004524,	Top-1 err = 90.800000,	Top-5 err = 63.500000,	train_time = 0.387325
TRAIN Iter 112: loss = 0.004446,	Top-1 err = 90.100000,	Top-5 err = 64.600000,	train_time = 0.393520
TRAIN Iter 113: loss = 0.004718,	Top-1 err = 91.200000,	Top-5 err = 67.000000,	train_time = 0.366321
TRAIN Iter 114: loss = 0.004883,	Top-1 err = 93.000000,	Top-5 err = 72.500000,	train_time = 0.385245
TRAIN Iter 115: loss = 0.004721,	Top-1 err = 92.000000,	Top-5 err = 71.900000,	train_time = 0.381187
TRAIN Iter 116: loss = 0.004752,	Top-1 err = 92.600000,	Top-5 err = 69.700000,	train_time = 0.382280
TRAIN Iter 117: loss = 0.004509,	Top-1 err = 92.400000,	Top-5 err = 69.800000,	train_time = 0.376019
TRAIN Iter 118: loss = 0.004647,	Top-1 err = 90.500000,	Top-5 err = 66.800000,	train_time = 0.381212
TRAIN Iter 119: loss = 0.004681,	Top-1 err = 91.700000,	Top-5 err = 69.200000,	train_time = 0.405306
TRAIN Iter 120: loss = 0.004539,	Top-1 err = 90.000000,	Top-5 err = 66.000000,	train_time = 0.363214
TRAIN Iter 121: loss = 0.004435,	Top-1 err = 92.000000,	Top-5 err = 66.200000,	train_time = 0.412932
TRAIN Iter 122: loss = 0.004530,	Top-1 err = 92.600000,	Top-5 err = 69.700000,	train_time = 0.368594
TRAIN Iter 123: loss = 0.004488,	Top-1 err = 91.600000,	Top-5 err = 66.400000,	train_time = 0.378370
TRAIN Iter 124: loss = 0.004321,	Top-1 err = 91.100000,	Top-5 err = 65.500000,	train_time = 0.412552
TRAIN Iter 125: loss = 0.004500,	Top-1 err = 91.800000,	Top-5 err = 67.100000,	train_time = 0.395550
TRAIN Iter 126: loss = 0.004515,	Top-1 err = 89.800000,	Top-5 err = 67.200000,	train_time = 0.389817
TRAIN Iter 127: loss = 0.004389,	Top-1 err = 91.600000,	Top-5 err = 72.000000,	train_time = 0.365188
TRAIN Iter 128: loss = 0.004308,	Top-1 err = 91.400000,	Top-5 err = 69.100000,	train_time = 0.416029
TRAIN Iter 129: loss = 0.004448,	Top-1 err = 92.700000,	Top-5 err = 67.600000,	train_time = 0.388107
TRAIN Iter 130: loss = 0.004403,	Top-1 err = 91.900000,	Top-5 err = 65.400000,	train_time = 0.413120
TRAIN Iter 131: loss = 0.004398,	Top-1 err = 91.400000,	Top-5 err = 66.100000,	train_time = 0.407112
TRAIN Iter 132: loss = 0.004335,	Top-1 err = 92.200000,	Top-5 err = 70.000000,	train_time = 0.396880
TRAIN Iter 133: loss = 0.004408,	Top-1 err = 91.600000,	Top-5 err = 69.000000,	train_time = 0.374602
TRAIN Iter 134: loss = 0.004374,	Top-1 err = 90.700000,	Top-5 err = 65.700000,	train_time = 0.386348
